1, 17, 170, 176, 221, 221
1, 57, 264, 58, 334, 91
1, 98, 271, 178, 338, 222
1, 98, 218, 177, 274, 222
1, 38, 294, 142, 352, 178
1, 57, 332, 176, 399, 223
1, 98, 219, 177, 273, 222
2, 98, 170, 176, 221, 221
2, 17, 264, 58, 334, 91
2, 57, 271, 178, 338, 222
2, 17, 218, 177, 274, 222
2, 86, 294, 142, 352, 178
2, 86, 332, 176, 399, 223
2, 17, 219, 177, 273, 222
3, 38, 170, 176, 221, 221
3, 38, 264, 58, 334, 91
3, 38, 271, 178, 338, 222
3, 38, 218, 177, 274, 222
3, 97, 294, 142, 352, 178
3, 38, 332, 176, 399, 223
3, 38, 219, 177, 273, 222
4, 54, 170, 176, 221, 221
4, 75, 264, 58, 334, 91
4, 97, 271, 178, 338, 222
4, 38, 218, 177, 274, 222
4, 96, 294, 142, 352, 178
4, 54, 332, 176, 399, 223
4, 38, 219, 177, 273, 222
5, 94, 170, 176, 221, 221
5, 38, 264, 58, 334, 91
5, 36, 271, 178, 338, 222
5, 94, 218, 177, 274, 222
5, 98, 294, 142, 352, 178
5, 98, 332, 176, 399, 223
5, 94, 219, 177, 273, 222
6, 98, 170, 176, 221, 221
6, 38, 264, 58, 334, 91
6, 65, 271, 178, 338, 222
6, 98, 218, 177, 274, 222
6, 38, 294, 142, 352, 178
6, 17, 332, 176, 399, 223
6, 98, 219, 177, 273, 222
7, 38, 170, 176, 221, 221
7, 38, 264, 58, 334, 91
7, 98, 271, 178, 338, 222
7, 86, 218, 177, 274, 222
7, 98, 294, 142, 352, 178
7, 57, 332, 176, 399, 223
7, 86, 219, 177, 273, 222
8, 98, 170, 176, 221, 221
8, 65, 264, 58, 334, 91
8, 98, 271, 178, 338, 222
8, 38, 218, 177, 274, 222
8, 17, 294, 142, 352, 178
8, 94, 332, 176, 399, 223
8, 38, 219, 177, 273, 222
9, 84, 170, 176, 221, 221
9, 86, 264, 58, 334, 91
9, 17, 271, 178, 338, 222
9, 86, 218, 177, 274, 222
9, 38, 294, 142, 352, 178
9, 98, 332, 176, 399, 223
9, 86, 219, 177, 273, 222
10, 86, 170, 176, 221, 221
10, 38, 264, 58, 334, 91
10, 86, 271, 178, 338, 222
10, 86, 218, 177, 274, 222
10, 4, 294, 142, 352, 178
10, 98, 332, 176, 399, 223
10, 86, 219, 177, 273, 222
11, 98, 170, 176, 221, 221
11, 84, 264, 58, 334, 91
11, 38, 271, 178, 338, 222
11, 38, 218, 177, 274, 222
11, 38, 294, 142, 352, 178
11, 38, 332, 176, 399, 223
11, 38, 219, 177, 273, 222
12, 84, 170, 176, 221, 221
12, 38, 264, 58, 334, 91
12, 22, 271, 178, 338, 222
12, 57, 218, 177, 274, 222
12, 38, 294, 142, 352, 178
12, 57, 332, 176, 399, 223
12, 57, 219, 177, 273, 222
13, 65, 170, 176, 221, 221
13, 38, 264, 58, 334, 91
13, 97, 271, 178, 338, 222
13, 43, 218, 177, 274, 222
13, 98, 294, 142, 352, 178
13, 86, 332, 176, 399, 223
13, 43, 219, 177, 273, 222
14, 65, 170, 176, 221, 221
14, 98, 264, 58, 334, 91
14, 38, 271, 178, 338, 222
14, 84, 218, 177, 274, 222
14, 86, 294, 142, 352, 178
